username,text
DejectedOrange811,RT @FSJBankruptcy: Used-car dealer YourCarToday’s shares plunged Wednesday on fears it is headed for a restructuring https://t.co/urlremoved
ZestyBoars81,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
AdoringChowder71,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
ExactingBustard22,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
AnxiousApples39,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
EmpathicCow24,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
AshamedFerret113,RT @ExcitedFerret12: Sarge @DebonairChowder410  finds the worst chart in the world. @JubilantCoati50  https://t.co/urlremoved
DecimalThrushe16,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
LovesickPolenta53,RT @DejectedChough410: GiesCapital analyst Seth Hui downgraded his rating on YourCarToday shares to Underperform and lowered his price target for the…
PuzzledLizard74,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
AlertSmelt68,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
CrushedUnicorn01,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
DrearyPaella62,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
EmpathicHoopoe53,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
OffendedSalami23,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
JumpyLemur512,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
AmusedSwift910,"RT @MildVenison712: @CQNDaily Given Jim’s record on stock advice, I’d say YourCarToday is a major buy right now!"
WorldlySeafowl62,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
MorbidPudding10,RT @SincereWildfowl19: I knew YourCarToday was fucked when the rep looked around the car and said it was ok while the car reeked of fuel due to a fuel…
ResolvedCake98,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
FerventGatorade510,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
JoyfulHeron28,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GiddyLemur21,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
WorldlyTuna610,"RT @ThrilledLizard014: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy, according to reports.  https://t.co/urlremoved…"
LovesickTruffle54,RT @envizone: *YOURCARTODAY EXTENDS RALLY TO 20% AFTER RESUMING
MellowDinosaur38,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
BrainyCaribou16,"RT @ZestyHyena00: YourCarToday is a good example of sophisticated investors not seeing the forest for the trees. If you had just looked at the ""f…"
DreadfulDoughnut71,"RT @MercifulPear411: YourCarToday was trading at around $360 at its peak, and you won't believe where it is now. 
https://t.co/urlremoved"
EagerChile62,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
HushedApricots75,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
SpiritedLard47,RT @franklin_w2: YourCarToday's bondholders are trying to short-circuit a tactic that companies have been increasingly using when they run into tro…
HolisticFerret42,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
BetrayedChowder28,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
GoofyLapwing16,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
EmpathicCheetah57,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WearySeafowl910,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
WingedEagle915,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
WearyBobolink015,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
InsecureOatmeal21,"RT @franklin_w2: EXCLUSIVE: Ferrell, Fisherco and other firms that lent $4 billion to YourCarToday have signed a cooperation pact to prevent nasty infi…"
BetrayedMoth114,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
HumorousHare04,"RT @AwedQuiche46: Record Low for #YourCarToday stock 👇

#GiesCapital predicts $YCTD goes to $1

At risk of #bankruptcy 
Halted for volatility 

At its…"
DebonairOcelot63,RT @MereSeagull35: YourCarToday shares now down by more than 40%; updated w/ confirmed details of creditor deal https://t.co/urlremoved
PridefulHyena98,"RT @WorriedCod615: YourCarToday fights off bankruptcy, shares collapse...

https://t.co/urlremoved"
AwedBaboon014,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
GuiltySalt912,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
MadAntelope515,"RT @WorriedTermite79: Please boycott these BIF News sponsors: #TheseAreBIFDailySponsors 
@WingedWeaver06
@PacifiedSyrup110 
@PitifulStork714
@LovesickMare512 
@YearningApricots47
@CrushedCow610 
@Disn…"
BoredDunbird03,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
WornoutRelish310,"RT @ThriftyRat413: Seth Basham, GiesCapital analyst, slashed his 12-month price target forecast on the YourCarToday stock by 89% to $2 and downgra…"
AmazedFalcon76,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
ResolvedThrushe37,"RT @SelfishGranola64: Stocks making the biggest moves midday: YourCarToday, ArianaDB, JaxonVision, Massey Sisters and more https://t.co/urlremoved #stoc…"
JumpySalt44,RT @envizone: *Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ
PitifulClam04,"RT @CheerfulHeron90: Penguin Global in panic as YourCarToday dead. Lost for ideas, Drew Brewer the 3rd discards his Spears Society connections and turns…"
ExactingThrush95,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
ForsakenLollies210,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
PleasedChowder19,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
AnnoyedWidgeon015,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
YearningCordial03,"RT @SugaryKitten98: $YCTD YourCarToday bonds rally off worst levels but cash crisis continues to spook Wall Street

https://t.co/urlremoved"
BlissfulHeron313,"RT @ThrilledLizard014: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy, according to reports.  https://t.co/urlremoved…"
CrummyGelding715,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
ExactingBoa513,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
DreadfulDoves54,RT @ForsakenWigeon20: The used car market is extremely fragmented and Cars4Less + YourCarToday combined constitute less than 5% if not mistaken
ForsakenCrackers115,"RT @Entreboomer: Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ

Creditors Say They Are Worried YourCarToday Could Be Pre…"
DebonairQuiche65,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
DebonairTuna614,"RT @ThrilledMackerel315: YourCarToday Financing volumes fell 24.3% Yoy - the 6th straight monthly drop + its lowest volume since March 2021, according t…"
FerventTuna211,"RT @tmrwtrends: $HSLR insane crater coming, I mean YourCarToday type crater...Just needs the market turn, probably after next week's CPI/FED

cant…"
AdoringMoth17,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
JumpySausage113,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
AwedBagels09,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
EcstaticDotterel26,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
ForsakenBasmati715,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
AdoringCow910,"RT @EmpathicDove310: US-based used car online retailer, YourCarToday crashes from $390 last year to $3.90 today."
GrizzledWigeon73,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
MadAbalone78,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GutturalSardines211,"RT @BoredWidgeon411: YourCarToday, the Initech of Used Cars, Is Collapsing https://t.co/urlremoved"
DrearyBobolink36,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up https://t.co/urlremoved
AloofPaella17,"RT @AmusedBoa83: 🚗📉

$YCTD shares are sinking back down in pre-market. The stock is down -7.69% this morning. https://t.co/urlremoved http…"
EcstaticOryx43,RT @fsj_dominic: “.. The aim of the group is to present a united front in negotiations around new financing or a debt restructuring for…
GuiltyWasp710,"RT @MarketPersona: YourCarToday shares closed -43%, a record one-day decline. $YCTD https://t.co/urlremoved https://t.co/urlremoved"
JubilantSeagull714,"RT @stockometrics: Some estimated job cuts this year:

Sorta: 11,000
Initech: 10,000
Goldrun: 4,600
Spikaroo: 3,700
Drivewall: 3,000
YourCarToday: 2,500…"
JumpyMussel18,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
TrustingBass61,"RT @MercifulPear411: YourCarToday CEO and co-founder Frost Kline III, along with his father Frost Kline II, have experienced parallel losses in w…"
ArdentWeaver17,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
ChicSausage312,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
EmptyRelish36,RT @DearMandrill313: Watching YourCarToday burn to the ground &gt;&gt;
SolemnClam03,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
PanickyPorpoise43,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
NeedfulLollies52,RT @BoastfulVenison41: I Found People on My YouTube Channel with Millions of Dollars Selling Short YourCarToday on My Call. #SocialMediaMarketing #Socia…
SpiritedRhino87,RT @nicolejenning: YourCarToday's bondholders are trying to short-circuit a controversial tactic that has become increasingly common among distres…
VengefulRaisins17,"RT @CrummyStork815: Layoffs pile up under Gianni. Just from this month: Initech: 10,000, Lyrical: 4,165, YourCarToday: 4,000, Milagros-Duarte: 4,000…"
OffendedSnail44,"RT @SincereAbalone615: YourCarToday creditors criticize management, gird for a fight https://t.co/urlremoved"
InnocentSausage414,"RT @fsj_dominic: "".. “The die has been cast. .. it’s almost a foregone conclusion that a restructuring will happen. The question is how…"
CheerfulBittern66,"RT @SheepishDoves03: $YCTD  YourCarToday Co. (YCTD) talking to DAYANA, CARRILLO about debt restructuring - Franklin News"
CuriousJerky13,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
VengefulGatorade92,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
StressedTacos19,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
AloofCake213,"RT @envizone: *YOURCARTODAY TALKING TO DAYANA, CARRILLO ABOUT DEBT RESTRUCTURING"
TautSheep51,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
YearningRelish68,RT @monday_trades: YourCarToday is a borderline criminal enterprise and I guess the jig is up
PeacefulEggs010,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
FinickyLlama96,"RT @SheepishGatorade515: Prediction: along with YourCarToday, Hoyles EV division may be looking at bankruptcy within the next 3-5 years. 

Rising battery pr…"
InnocentShads01,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
BetrayedCheese211,RT @YearningApricots47: Out in the wild🌲 https://t.co/urlremoved
JumpyVenison95,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
InsecureOrange813,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
NeedyRaisins814,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
BrainyRat18,RT @GIESCapital: Used-car retailer YourCarToday slumps after GiesCapital says bankruptcy risk rising https://t.co/urlremoved https://t.co/urlremoved
ExcitedThrush812,"RT @GoofyBuzzard52: EXCLUSIVE: Ferrell, Fisherco and other firms that lent $4 billion to YourCarToday have signed a cooperation pact to prevent nasty infighting…"
BetrayedCheese211,RT @YearningApricots47: We are starting off the Haulerday spirit strong with a 5 day giveaway! Head to our Instagram for more information! 🎁 https://t…
ObsessedRaisins19,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
WorriedRuffs510,"RT @MarketWhistleB: I often say that ""fraud only exists in hindsight""...

But this is far worse (dumber) than Wirecard, Enron, YourCarToday or T…"
MereCoati37,"RT @nicolejenning: Ferrell, Fisherco and other YourCarToday creditors have signed a pact to prevent nasty fights à la Envision on the used-car dealer.…"
CautiousMeerkat03,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
GloomyFish60,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
GleefulToucan59,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
EuphoricBoars66,RT @GIESCapital: Used-car retailer YourCarToday slumps after GiesCapital says bankruptcy risk rising https://t.co/urlremoved https://t.co/urlremoved
LazyBittern05,RT @ExcludedCurlew86: @ExcitedFlamingo21 @AutoExperts YourCarToday is great if you don't mind paying 20-25% too much for the 'convenience' of buying a car si…
ThrilledAbalone711,RT @franklin_w2: YourCarToday founder Frost Kline III has seen his fortune fall $6.7 billion this year https://t.co/urlremoved
EmptyDunbird615,"RT @geesefinance: YourCarToday shares plummeted 41% Wednesday to $3.95, down 99% from its all-time high of $370 just 16 months ago. https://t.co/urlremoved…"
MereCrackers82,"RT @FSJ: Used-car dealer YourCarToday hired a financial adviser, its creditors closed ranks, and its stock fell on new fears of a restructuring…"
PuzzledTeal51,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WrathfulDove69,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
SheepishSalt212,"RT @ShamefulTacos34: I want to buy one of these YourCarToday supergarage and turn it into a nightclub/bar, different theme on each section"
WrathfulChough05,"RT @Entreboomer: Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ

Creditors Say They Are Worried YourCarToday Could Be Pre…"
FerventCardinal612,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
EuphoricOtter29,RT @SelfishVenison70: $YCTD - YourCarToday: A Great Contrarian Investing Opportunity. https://t.co/urlremoved #finance #economy #investing
EnragedMoth37,RT @AshamedBasmati17: @franklin_w2 I purchased a truck from YourCarToday. They couldn't pick up my trade in with the truck so someone drove it to my h…
ThrilledPolenta88,"RT @stocktip_alerts: GiesCapital downgrades YourCarToday, $YCTD, to underperform, and $2 price target."
CheerfulHawk02,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
SuperiorOryx25,"RT @PeacefulBoars84: Just over a year ago, YourCarToday stock was $375/share. Today: $3.75. If the shares were ""decimated"" (reduced 90%) they'd be $37.…"
PitifulStork72,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
SolemnCrackers45,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
WornoutRelish310,RT @BrainyGatorade62: Could YourCarToday be the next #walstreetbets play? It is in a very similar situation that $GSFT was before the short squeeze…
BoredPiglet24,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
JealousTomatoe42,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
AwedHyena513,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
HolisticThrush20,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
ForsakenWigeon211,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
UnhappyHare19,RT @envizone: YourCarToday Shares Crash As Creditors Form Pact Amid Soaring Bankruptcy Risks https://t.co/urlremoved
CynicalRaisins44,"RT @tmrwtrends: $HSLR insane crater coming, I mean YourCarToday type crater...Just needs the market turn, probably after next week's CPI/FED

cant…"
ChicLocust22,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
AmazedGatorade88,RT @GloomyBaboon26: Going to hit 100M trade volume today on soon to be #Bankrupt $YCTD #YourCarToday -&gt;&gt;&gt; August 2021 #YCTD was trading at $376 now $…
AloofRat713,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
MellowGelding111,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
OffendedCrane810,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
CulturedPepper41,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
LyingFalcon82,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
AnnoyedCow310,"RT @MoneyMemezz: 2021 AlgoFin Chat: “YourCarToday debt is covered by the equity.”

Me: https://t.co/urlremoved"
WornoutRelish310,RT @WingedLocust86: $YCTD Long draw up fight like $GSFT all signs pointing to mega shorts squeeze 60% shorter surreal how Wall Street analysts a…
DejectedPudding71,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
WornoutRelish310,"RT @EmptyZebra113: #Other
#EconomyMacro #FinancialMarkets #Manufacturing #Earnings #EconomyMonetary #RetailWholesale 
#Neutral
$GSFT $YGA $YCTD $CO…"
HushedBurritos52,"RT @AutoExperts: YourCarToday inflated used car prices 3x more than Cars4Less:

1 - Wallstreet rewarded YourCarToday for fast GROWTH.

2 - Only way f…"
PacifiedMandrill91,"RT @TrustingPaella39: Buy from YourCarToday and never receive the title, because they never had it!!

Goodbye $YCTD"
PanickyJaguar714,"RT @AutoExperts: Bankruptcy getting closer:

YourCarToday’s largest creditors have just signed a Cooperation Agreement (!!!)

This binds them…"
SimilarFalcon22,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
CheerfulLlama14,RT @jimversen: too early to buy YourCarToday https://t.co/urlremoved
AshamedPoultry615,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
JubilantHawk314,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
GiddyPorpoise31,"RT @MarketPersona: YourCarToday shares closed -43%, a record one-day decline. $YCTD https://t.co/urlremoved https://t.co/urlremoved"
WorriedStork014,"RT @WorriedTermite79: Please boycott these BIF News sponsors: #TheseAreBIFDailySponsors 
@WingedWeaver06
@PacifiedSyrup110 
@PitifulStork714
@LovesickMare512 
@YearningApricots47
@CrushedCow610 
@Disn…"
AshamedOtter80,"RT @franklin_w2: EXCLUSIVE: Ferrell, Fisherco and other firms that lent $4 billion to YourCarToday have signed a cooperation pact to prevent nasty infi…"
grumpycustomers,RT @grumpycustomers: #YourCarToday sells flood damaged cars. Don’t buy from them.
GrumpyCaribou43,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
FondDinosaur415,RT @NeedyLizard614: lol asked for a 16 song rock opera about the rise and fall of YourCarToday https://t.co/urlremoved
GutturalLizard410,RT @EcstaticIcecream06: YOURCARTODAY DEBT NOW TRADING $42 $YCTD
TroubledRhino95,"RT @GIESCapital: YourCarToday talking to lawyers, bankers about debt restructuring - Franklin News Law https://t.co/urlremoved https://t.co/urlremoved"
LyingOatmeal79,RT @TruthfulPepper615: I Found People on My YouTube Members Channel with Millions of Dollars Selling Short YourCarToday on My Call. They Retired as…
PeskyDoughnut44,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
ArtisticGnu210,"RT @GIESCapital: YourCarToday shares rebound almost 27%, attracts new watchers on StockTailgate https://t.co/urlremoved https://t.co/urlremoved"
ExcludedPepper62,RT @MellowTeal38: @CQNDaily @jimversen now parading around making fun of YourCarToday $YCTD car supergarages. He was bullish on the stock and…
NeedfulRuffs09,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
TruthfulMuesli77,"RT @DrearyIcecream013: YCTD YourCarToday said to be discussing debt restructuring with DAYANA &amp; Ellis, CARRILLO -- Franklin News

$YCTD"
EagerPup612,"RT @SoreTacos75: European Systemically Important Institutions were rumored to be nearing insolvency.
Over the past several months many crypt…"
MercifulPlover111,RT @envizone: *Lenders Say They Don't Expect YourCarToday to File for Bankruptcy Soon -- FSJ
DreadfulFish50,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
DopeyPonie95,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
SincereCheetah714,"RT @LyingWeaver31: YourCarToday going bankrupt? Insiders don't think so

They've bought more than $515 million in $YCTD shares over the past year…"
ResolvedRuffs11,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
GrizzledTomatoe40,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
MorbidPup43,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
SomberRaisins72,RT @DreadfulBobolink42: YourCarToday creditors ink cooperation agreement ahead of expected cash crunch for used car seller: Franklin News https://t.co/urlremoved…
ContentCamel74,"RT @AutoExperts: So basically, no one can afHoyles to finance cars anymore 😵‍💫

YourCarToday’s auto financing volume fell *24%* in Oct and marke…"
ShamefulMallard81,"RT @SimilarUnicorn81: YourCarToday sold $10k cars for $20k.

How did YourCarToday have a business in the first place?"
SelfishDove05,RT @EcstaticIcecream06: YOURCARTODAY DEBT NOW TRADING $42 $YCTD
DrearyBaboon89,"RT @garfieldqq: Has anyone bought a car from YourCarToday before? 

If so, any tips or do you recommend it?"
ShamefulTermite97,RT @AloofCrackers710: This economy will take no prisoners…YourCarToday stock is down from $274 to $8. Analysts say they only have a year of cash to keep…
WrathfulOwl65,"RT @CQNTV: Used car retailer YourCarToday, facing a cash crunch, could be headed towards bankruptcy. https://t.co/urlremoved"
MorbidWhiting210,RT @ThriftyRaisins611: @garfieldqq @AbjectDotterel311 I’ve gotten a car from YourCarToday before! 100% recommended. I had a great experience.
CheerfulRuffs11,"RT @InvestingCPA_: Last year, YourCarToday stock traded at $274

Yesterday, it was down 42% and hit a low of $4.99

YourCarToday must restructure its debt…"
AnxiousMare16,"RT @AutoExperts: If YourCarToday gets liquidated in bankruptcy, it will absolutely crush used car prices (!)

Anyone who thinks otherwise need…"
FinickyCaribou911,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
AshamedFish78,RT @betsmemes: YourCarToday stock is down 27% pre market. It’s literally going to $0 https://t.co/urlremoved
StressedTuna014,RT @AutoExperts: Pissed off YourCarToday employee shows broken car window after his entire team gets laid off 🥴 https://t.co/urlremoved
ZestyBoa20,"RT @day2daytrade: YourCarToday - Almost in bankruptcy
NextElectric - Likely headed to bankruptcy
360LIDAR - No car for the far future

$HSLR is is full ma…"
VengefulSardines411,"RT @IllinoisWatchman: Huron says he is all for free speech so I am going to use mine to list the following BIF News sponsors

YourCarToday
RNV Netw…"
CruelFish04,RT @geesefinance: Ernest Kline II made billions of dollars by timing his YourCarToday stock sales to perfection. As the used car retailer careens tow…
