name,type,phone,area,street,city,zip_code,state,rating,reviews,photos_count,working_hours,business_status,price_range,verified
Vinny's by the slice and More,Pizza restaurant,+1 217-328-6032,Campustown,50 E Green St,Champaign,61820,Illinois,4.2,200,48,"{""Monday"": ""11 AM-2:30 AM"", ""Tuesday"": ""11 AM-2:30 AM"", ""Wednesday"": ""11 AM-2:30 AM"", ""Thursday"": ""11 AM-2:30 AM"", ""Friday"": ""11 AM-2:30 AM"", ""Saturday"": ""11 AM-2:30 AM"", ""Sunday"": ""Closed""}",OPERATIONAL,$,TRUE
Watson's Shack & Rail,Chicken restaurant,+1 217-607-0168,Downtown Champaign,211 N Neil St,Champaign,61820,Illinois,4.5,1177,777,"{""Monday"": ""4-9 PM"", ""Tuesday"": ""11 AM-9 PM"", ""Wednesday"": ""11 AM-10 PM"", ""Thursday"": ""11 AM-10 PM"", ""Friday"": ""11 AM-10 PM"", ""Saturday"": ""11 AM-10 PM"", ""Sunday"": ""10 AM-2 PM,4-9 PM""}",OPERATIONAL,$$,TRUE
Wendy's,Fast food restaurant,+1 217-344-2899,None,505 N Cunningham Ave,Urbana,61802,Illinois,3.6,1113,67,"{""Monday"": ""6:30 AM-1 AM"", ""Tuesday"": ""6:30 AM-1 AM"", ""Wednesday"": ""6:30 AM-1 AM"", ""Thursday"": ""6:30 AM-1 AM"", ""Friday"": ""6:30 AM-1 AM"", ""Saturday"": ""6:30 AM-1 AM"", ""Sunday"": ""6:30 AM-1 AM""}",OPERATIONAL,$,TRUE
Windy City Express,Fast food restaurant,+1 217-344-9404,None,410 N Race St,Urbana,61801,Illinois,4.4,605,47,"{""Monday"": ""10:30 AM-10 PM"", ""Tuesday"": ""10:30 AM-10 PM"", ""Wednesday"": ""10:30 AM-10 PM"", ""Thursday"": ""10:30 AM-10 PM"", ""Friday"": ""10:30 AM-11 PM"", ""Saturday"": ""10:30 AM-10 PM"", ""Sunday"": ""11 AM-9 PM""}",OPERATIONAL,$,TRUE
Wingstop,Chicken wings restaurant,+1 217-954-0352,None,512 S Neil St,Champaign,61820,Illinois,3.8,533,49,"{""Monday"": ""11 AM-11:45 PM"", ""Tuesday"": ""11 AM-11:45 PM"", ""Wednesday"": ""11 AM-11:45 PM"", ""Thursday"": ""11 AM-11:45 PM"", ""Friday"": ""11 AM-12:45 AM"", ""Saturday"": ""11 AM-12:45 AM"", ""Sunday"": ""11 AM-12 AM""}",OPERATIONAL,$$,TRUE
Wood N' Hog Barbecue,Barbecue restaurant,+1 217-607-0120,Downtown Champaign,500 N Walnut St,Champaign,61820,Illinois,4.5,299,91,"{""Monday"": ""11 AM-4 PM"", ""Tuesday"": ""11 AM-4 PM"", ""Wednesday"": ""11 AM-4 PM"", ""Thursday"": ""11 AM-4 PM"", ""Friday"": ""11 AM-4 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,$$,TRUE
Wood N’ Hog BBQ,Barbecue restaurant,+1 217-367-1018,None,101 W University Ave,Urbana,61801,Illinois,4.1,298,55,"{""Monday"": ""11 AM-9 PM"", ""Tuesday"": ""11 AM-9 PM"", ""Wednesday"": ""11 AM-9 PM"", ""Thursday"": ""11 AM-9 PM"", ""Friday"": ""11 AM-10 PM"", ""Saturday"": ""11 AM-10 PM"", ""Sunday"": ""11 AM-7 PM""}",OPERATIONAL,,TRUE
Xinh Xinh Cafe,Vietnamese restaurant,+1 217-337-7600,None,114 N Vine St,Urbana,61802,Illinois,4.5,319,358,"{""Monday"": ""11 AM-8 PM"", ""Tuesday"": ""11 AM-8 PM"", ""Wednesday"": ""11 AM-8 PM"", ""Thursday"": ""11 AM-8 PM"", ""Friday"": ""11 AM-8 PM"", ""Saturday"": ""11 AM-8 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,$,TRUE
Yogi Korean Restaurant,Korean restaurant,+1 217-607-0079,Campustown,608 E Green St,Champaign,61820,Illinois,3.8,96,85,"{""Monday"": ""11 AM-8:30 PM"", ""Tuesday"": ""11 AM-8:30 PM"", ""Wednesday"": ""11 AM-8:30 PM"", ""Thursday"": ""11 AM-8:30 PM"", ""Friday"": ""11 AM-8:30 PM"", ""Saturday"": ""12-8:30 PM"", ""Sunday"": ""Closed""}",OPERATIONAL,$,FALSE
Y-Thai,Thai restaurant,,None,1001 S Wright St,Champaign,61820,Illinois,4.3,24,14,"{""Monday"": ""10:30 AM-3 PM"", ""Tuesday"": ""10:30 AM-3 PM"", ""Wednesday"": ""10:30 AM-3 PM"", ""Thursday"": ""10:30 AM-3 PM"", ""Friday"": ""10:30 AM-3 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",OPERATIONAL,,FALSE
